# Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions
# All amounts in INR, unless specified
# Definitions:
# Total sales tax liable: Includes GST or sales tax collected from buyers for product sales, shipping, and gift wrap.
# TCS-CGST: Tax Collected at Source from Central GST
# TCS-SGST: Tax Collected at Source from State GST
# TCS-IGST: Tax Collected at Source from Integrated GST
# TDS (Section 194-O): Tax Deducted at Source under Section 194-O of Income tax Act, 1961
# Selling fees: Includes variable closing fees and referral fees.
# Other transaction fees: Includes shipping chargebacks, shipping holdbacks, and sales tax collection fees
"date/time","settlement id","total"
"date/time","settlement id",
"type","order id","Sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","product sales","shipping credits","promotional rebates
","Total sales tax liable(GST before adjusting TCS)","TCS-CGST","TCS-SGST","TCS-IGST","TDS (Section 194-O)","selling fees","fba fees","other transaction fees","other","total"
"27 Mar 2022 5:40:00 am UTC","17384723002","Tax Withheld","","","TDS - Section 194-O - Sat Mar 26 00:00:00 UTC 2022","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","-3.80","0","0","0","0","-3.80"
"27 Mar 2022 8:55:17 am UTC","17366956882","Shipping Services
","402-4353482-2339555","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"27 Mar 2022 8:55:17 am UTC","17366956882","Shipping Services
","171-6339570-7656369","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-114.46","0","-114.46"
"27 Mar 2022 8:55:52 am UTC","17366956882","Shipping Services
","408-9985969-1108338","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27 Mar 2022 9:10:36 am UTC","17366956882","Order
","171-6339570-7656369","3C-9BLT-UKV8","PROCARE Disposable Latex Medical Examination Gloves (Medium, 100 Pieces, White)","2","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","THIRUVIDAIMARUDUR","TAMIL NADU","612104","493.34","0","0","24.66","0","0","-4.94","0","-12.24","0","-28.32","0","472.50"
"27 Mar 2022 9:10:52 am UTC","17366956882","Order
","402-4353482-2339555","BA-VFYU-G48K","Infinizy Pack of 100 Shoes Cover","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","BENGALURU","KARNATAKA","560070","222.32","0","0","26.68","0","0","-2.22","0","-41.13","0","-9.44","0","196.21"
"27 Mar 2022 9:11:08 am UTC","17384723002","Order
","408-9985969-1108338","WS-X25N-FBML","Wellness Pulse Respirometer Three Ball Deep Breathing Lung Exerciser for Adults, White, Pack of 1.","2","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","NEW DELHI","DELHI","110080","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27 Mar 2022 9:11:48 am UTC","17384723002","Order
","407-6093251-3228313","ZS-FS5A-UAB7","PEHEL INTERNATIONAL Safety Hand Gloves (White, 10 Pairs)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon
","SRIKAKULAM","ANDHRA PRADESH","532426","379.05","38.10","0","20.85","0","0","-4.17","0","-42.27","-124.96","-14.16","0","252.44"
"27 Mar 2022 9:11:54 am UTC","17366956882","Order
","404-0431896-4316349","7F-7Z6V-UF2U","PEHEL INTERNATIONAL | Unisex Cotton Reusable Gloves | Hand Protection Multi-Purpose Gloves | Ideal for Gardening, Kitchen and Daily Routine Activities","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon
","SURENDRANAGAR","GUJARAT","363001","265.72","0","0","13.28","-1.33","-1.33","0","0","-29.63","-47.20","-14.16","0","185.35"
"28 Mar 2022 4:51:28 am UTC","17399723252","Tax Withheld","","","TDS - Section 194-O - Sun Mar 27 00:00:00 UTC 2022","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","-9.81","0","0","0","0","-9.81"
"28 Mar 2022 5:17:00 am UTC","17384723002","Tax Withheld","","","TDS - Section 194-O - Sun Mar 27 00:00:00 UTC 2022","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","-4.17","0","0","0","0","-4.17"
"28 Mar 2022 7:07:36 am UTC","17399723252","Cancellation","404-2340131-3633939","","Order Cancellation Charge","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.54","0","-84.54"
"28 Mar 2022 8:50:02 am UTC","17384723002","FBA Inventory Fee
","","","FBA Inbound Pickup Service","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","-297.48","-297.48"
"28 Mar 2022 9:13:41 am UTC","17384723002","Shipping Services
","404-5251091-0223556","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"28 Mar 2022 9:13:57 am UTC","17399723252","Shipping Services
","406-6361473-3651521","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-60.18","0","-60.18"
"28 Mar 2022 9:28:02 am UTC","17399723252","Shipping Services
","171-1251126-9252348","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"28 Mar 2022 9:29:30 am UTC","17399723252","Order
","406-6361473-3651521","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Surat","GUJARAT","395007","245.54","0","0","29.46","-1.23","-1.23","0","0","-6.49","0","-14.16","0","251.89"
"28 Mar 2022 9:29:41 am UTC","17384723002","Order
","171-5273990-3163564","C3-HD8B-8E2Y","Pehel International | Reusable Natural Latex Safety Gloves | for Washing, Cleaning, Kitchen, Garden, Sanitation & Other Daily uses, Yellow Color | Pac","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon
","KANPUR","UTTAR PRADESH","208022","253.39","33.90","0","51.71","0","0","-2.87","0","-31.75","-124.96","-14.16","0","165.26"
"28 Mar 2022 9:29:45 am UTC","17384723002","Order
","404-5251091-0223556","42-ET17-IGMZ","3M Command, Clear Decorating & organizing wall hooks, Holds Strongly, Reusable, Adhesive hooks for wall, Multi-surface damage free hooks for hanging (","2","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","hyderabad","Telangana","500025","379.04","0","0","18.96","0","0","-3.80","0","-42.27","0","-18.88","0","333.05"
"28 Mar 2022 9:43:07 am UTC","17399723252","Order
","171-1251126-9252348","42-ET17-IGMZ","3M Command, Clear Decorating & organizing wall hooks, Holds Strongly, Reusable, Adhesive hooks for wall, Multi-surface damage free hooks for hanging (","4","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","BHILWARA","RAJASTHAN","311001","758.08","0","0","37.92","0","0","-7.60","0","-84.54","0","-37.76","0","666.10"
"29 Mar 2022 1:29:48 am UTC","17384723002","Refund
","406-1867446-2311569","WS-X25N-FBML","Wellness Pulse Respirometer Three Ball Deep Breathing Lung Exerciser for Adults, White, Pack of 1.","2","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","NADUVANNUR","KERALA","673614","-360.00","0","0","-18.00","0","0","3.60","0","35.68","0","18.88","0","-319.84"
"29 Mar 2022 2:02:01 am UTC","17384723002","Refund
","407-5542311-1249953","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","West godavari NARASAPUR","ANDHRA PRADESH","534275","-246.43","0","0","-29.57","0","0","2.46","0","6.51","0","14.16","0","-252.87"
"29 Mar 2022 5:30:45 am UTC","17441057102","Transfer
","","","To account ending with: ","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","-2,340.65","-2,340.65"
"29 Mar 2022 6:07:16 am UTC","17384723002","Refund
","403-5030284-9768341","NM-8PT8-XDXF","Pehel International Black Bouffant Cap 100 Pcs","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","CHENNAI","TAMIL NADU","600019","-219.05","0","0","-10.95","0","0","2.19","0","10.86","0","9.44","0","-207.51"
"29 Mar 2022 6:48:58 am UTC","17384723002","Refund
","404-5860232-4901123","0N-KC8L-FR5J","Safety Products Net Reflective Jacket (Green, 2"" Radium Type, Medium)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","JAMTARA","JHARKHAND","815351","-61.61","0","0","-7.39","0","0","0.62","0","7.49","0","9.44","0","-51.45"
"29 Mar 2022 6:50:27 am UTC","17384723002","Refund
","404-5860232-4901123","0N-KC8L-FR5J","Safety Products Net Reflective Jacket (Green, 2"" Radium Type, Medium)","11","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","JAMTARA","JHARKHAND","815351","-677.71","0","0","-81.29","0","0","6.82","0","82.45","0","103.84","0","-565.89"
"29 Mar 2022 7:10:16 am UTC","17384723002","FBA Inventory Fee
","","","FBA Inbound Pickup Service","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","-297.48","-297.48"
"29 Mar 2022 7:37:56 am UTC","17384723002","Refund
","406-1085364-6529942","AM-YQT8-F5EX","HEISHI Unisex Cotton Reusable Gloves (White, Set of 5 Pairs)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon
","Madhepura","BIHAR","852128","-237.14","0","0","-11.86","0","0","2.37","0","32.91","0","9.44","0","-204.28"
"29 Mar 2022 8:53:50 am UTC","17441057102","Shipping Services
","408-5936681-9267543","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"29 Mar 2022 9:01:35 am UTC","17441057102","Shipping Services
","408-4143733-5548349","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-47.20","0","-47.20"
"29 Mar 2022 9:02:04 am UTC","17384723002","Shipping Services
","404-7037588-9644304","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-60.18","0","-60.18"
"29 Mar 2022 9:09:06 am UTC","17441057102","Order
","408-5936681-9267543","KT-YR1D-ZWC8","SurgiMax Latex Examination Gloves 100 Pcs Box (Medium)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Teh. CHACHYOT District Mandi","HIMACHAL PRADESH","175028","332.38","0","0","16.62","0","0","-3.32","0","-32.95","0","-14.16","0","298.57"
"29 Mar 2022 9:17:13 am UTC","17441057102","Order
","408-4143733-5548349","NK-HZ7E-VK8Y","Generic Plastic Gloves Disposable (80pcs) 11""x 12","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","GANDHINAGAR","GUJARAT","382028","33.34","0","0","1.66","-0.17","-0.17","0","0","-3.30","0","-9.44","0","21.92"
"29 Mar 2022 9:17:14 am UTC","17384723002","Order
","404-7037588-9644304","NK-HZ7E-VK8Y","Generic Plastic Gloves Disposable (80pcs) 11""x 12","6","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","MUMBAI","MAHARASHTRA","400067","199.98","0","0","10.02","0","0","-1.98","0","-19.82","0","-56.64","0","131.56"
"29 Mar 2022 4:18:09 pm UTC","17441057102","Adjustment
","","","Other","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","23.13","23.13"
"29 Mar 2022 5:22:53 pm UTC","17384723002","Adjustment
","","","Other","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","60.18","60.18"
"29 Mar 2022 6:05:06 pm UTC","17384723002","Tax Withheld","","","TDS - Section 194-O - Mon Mar 28 00:00:00 UTC 2022","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","-6.66","0","0","0","0","-6.66"
"29 Mar 2022 6:49:46 pm UTC","17441057102","Tax Withheld","","","TDS - Section 194-O - Mon Mar 28 00:00:00 UTC 2022","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","-10.04","0","0","0","0","-10.04"
"30 Mar 2022 4:51:40 am UTC","17441057102","Tax Withheld","","","TDS - Section 194-O - Tue Mar 29 00:00:00 UTC 2022","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","-3.66","0","0","0","0","-3.66"
"30 Mar 2022 5:31:41 am UTC","17384723002","Tax Withheld","","","TDS - Section 194-O - Tue Mar 29 00:00:00 UTC 2022","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","-2.00","0","0","0","0","-2.00"
"30 Mar 2022 6:01:06 am UTC","17447527782","Transfer
","","","To account ending with: ","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","-2,014.84","-2,014.84"
"31 Mar 2022 6:10:00 am UTC","17454045472","Transfer
","","","To account ending with: ","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","-3,833.79","-3,833.79"
"31 Mar 2022 9:01:29 am UTC","17454045472","Shipping Services
","408-0829795-2709159","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-80.24","0","-80.24"
"31 Mar 2022 9:01:39 am UTC","17454045472","Shipping Services
","405-7250232-4514743","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"31 Mar 2022 9:01:56 am UTC","17454045472","Shipping Services
","406-8184570-3688341","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"31 Mar 2022 9:17:11 am UTC","17454045472","Order
","408-0829795-2709159","QJ-BYLE-NHCY","PEHEL INTERNATIONAL ® | Plastic Disposable Shoe Cover | Shoes, Boots, slippers Protectors | Waterproof, Non Slip Durable Covers | One Size Fits All |","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MUMBAI 400081","MAHARASHTRA","400081","1,270.34","0","0","228.66","0","0","-12.70","0","-265.32","0","-66.08","0","1,154.90"
"31 Mar 2022 9:17:21 am UTC","17454045472","Order
","405-7250232-4514743","NM-8PT8-XDXF","Pehel International Black Bouffant Cap 100 Pcs","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","LUNGLEI","MIZORAM","796701","218.10","0","0","10.90","0","0","-2.18","0","-13.51","0","-9.44","0","203.87"
"31 Mar 2022 9:17:31 am UTC","17454045472","Order
","406-8184570-3688341","QH-EEOY-1SFY","Pehel International | Plastic Disposable Gloves | for Cleaning, Kitchen, Garden, Sanitation & Other Daily uses, Transparent | 12 Inch | Set of 500 Pai","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","new delhi","Delhi","110021","677.12","0","0","121.88","0","0","-6.77","0","-84.85","0","-29.50","0","677.88"
"31 Mar 2022 9:19:31 am UTC","17384723002","Order
","171-0276791-8025949","C3-HD8B-8E2Y","Pehel International | Reusable Natural Latex Safety Gloves | for Washing, Cleaning, Kitchen, Garden, Sanitation & Other Daily uses, Yellow Color | Pac","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon
","VISAKHAPATNAM","ANDHRA PRADESH","531173","253.39","33.90","0","51.71","0","0","-2.87","0","-31.75","-124.96","-14.16","0","165.26"
"31 Mar 2022 9:19:35 am UTC","17454045472","Order
","408-5958174-6522768","N5-VVVX-F8OD","Pehel International Scrub Pads (Green) (30 Pcs)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon
","CHENNAI","TAMIL NADU","600042","278.81","0","0","50.19","0","0","-2.79","0","-66.00","-84.96","-14.16","0","161.09"
"31 Mar 2022 9:19:48 am UTC","17384723002","Order
","406-5206409-7947559","C3-HD8B-8E2Y","Pehel International | Reusable Natural Latex Safety Gloves | for Washing, Cleaning, Kitchen, Garden, Sanitation & Other Daily uses, Yellow Color | Pac","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon
","IMPHAL","MANIPUR","795002","253.39","33.90","0","51.71","0","0","-2.87","0","-31.75","-124.96","-14.16","0","165.26"
